serial_no,open_date,b1,b2,b3,b4,b5,r1,r2
2012105,2012-09-08 (六),05,06,14,15,31,06,08
2012104,2012-09-05 (三),16,18,24,25,27,04,09
2012103,2012-09-03 (一),02,09,18,23,24,01,04
2012102,2012-09-01 (六),02,04,06,13,35,04,08
2012101,2012-08-29 (三),02,05,08,09,31,03,07
2012100,2012-08-27 (一),07,09,13,19,27,01,03
2012099,2012-08-25 (六),12,18,24,25,32,02,12
2012098,2012-08-22 (三),02,11,28,29,30,06,12
2012097,2012-08-20 (一),09,17,24,29,32,01,02
2012096,2012-08-18 (六),05,10,19,24,35,08,09
2012095,2012-08-15 (三),06,09,22,27,30,08,12
2012094,2012-08-13 (一),02,14,23,32,35,01,10
2012093,2012-08-11 (六),02,16,21,31,33,04,11
2012092,2012-08-08 (三),08,09,23,25,31,02,12
2012091,2012-08-06 (一),03,10,28,31,33,01,09
2012090,2012-08-04 (六),02,21,27,29,33,02,10
2012089,2012-08-01 (三),06,12,21,29,32,06,11
2012088,2012-07-30 (一),13,17,24,30,35,02,10
2012087,2012-07-28 (六),01,06,07,21,31,04,11
2012086,2012-07-25 (三),03,20,25,29,32,05,10
2012085,2012-07-23 (一),07,18,29,31,33,10,12
2012084,2012-07-21 (六),21,24,27,29,31,01,02
2012083,2012-07-18 (三),16,19,28,29,31,05,08
2012082,2012-07-16 (一),02,04,09,10,15,08,10
2012081,2012-07-14 (六),10,16,17,30,35,01,08
2012080,2012-07-11 (三),11,12,14,25,28,02,05
2012079,2012-07-09 (一),01,05,25,32,33,01,10
2012078,2012-07-07 (六),01,02,23,25,35,05,12
2012077,2012-07-04 (三),10,30,32,33,34,02,03
2012076,2012-07-02 (一),02,14,16,22,24,02,05
2012075,2012-06-30 (六),07,09,10,18,22,05,10
2012074,2012-06-27 (三),10,22,23,30,32,01,07
2012073,2012-06-25 (一),18,23,29,33,34,02,07
2012072,2012-06-23 (六),04,08,17,22,25,04,10
2012071,2012-06-20 (三),13,23,29,31,34,06,08
2012070,2012-06-18 (一),09,22,23,32,34,06,08
2012069,2012-06-16 (六),02,04,22,25,34,02,11
2012068,2012-06-13 (三),01,21,31,32,35,03,06
2012067,2012-06-11 (一),20,22,27,30,33,01,02
2012066,2012-06-09 (六),01,20,25,29,33,04,06
2012065,2012-06-06 (三),10,22,28,29,34,05,11
2012064,2012-06-04 (一),09,12,13,15,30,09,10
2012063,2012-06-02 (六),11,25,26,29,35,01,02
2012062,2012-05-30 (三),21,32,33,34,35,08,09
2012061,2012-05-28 (一),05,10,14,27,33,07,09
2012060,2012-05-26 (六),02,16,21,24,30,06,10
2012059,2012-05-23 (三),09,13,19,21,27,03,04
2012058,2012-05-21 (一),13,21,29,31,35,04,12
2012057,2012-05-19 (六),01,02,14,33,34,03,05
2012056,2012-05-16 (三),11,21,23,26,34,07,09
2012055,2012-05-14 (一),07,22,26,32,33,01,08
2012054,2012-05-12 (六),01,16,18,27,30,10,11
2012053,2012-05-09 (三),11,12,26,28,31,07,12
2012052,2012-05-07 (一),10,20,26,31,33,10,12
2012051,2012-05-05 (六),01,02,17,18,33,05,12
2012050,2012-05-02 (三),13,17,22,28,29,01,10
2012049,2012-04-30 (一),09,18,22,27,31,10,12
2012048,2012-04-28 (六),06,09,26,30,35,05,06
2012047,2012-04-25 (三),05,07,17,30,34,03,10
2012046,2012-04-23 (一),04,08,19,23,27,04,11
2012045,2012-04-21 (六),05,11,17,20,28,11,12
2012044,2012-04-18 (三),03,04,14,32,35,01,02
2012043,2012-04-16 (一),01,06,25,31,34,03,09
2012042,2012-04-14 (六),07,24,27,28,35,07,12
2012041,2012-04-11 (三),01,02,13,22,23,02,10
2012040,2012-04-09 (一),02,13,23,28,29,01,05
2012039,2012-04-07 (六),15,21,22,24,35,01,05
2012038,2012-04-04 (三),11,23,25,31,35,01,03
2012037,2012-04-02 (一),09,13,27,31,35,03,10
2012036,2012-03-31 (六),01,09,20,30,31,08,12
2012035,2012-03-28 (三),01,04,30,32,35,08,12
2012034,2012-03-26 (一),01,08,15,16,29,08,09
2012033,2012-03-24 (六),08,13,19,27,32,01,08
2012032,2012-03-21 (三),07,08,16,26,34,07,11
2012031,2012-03-19 (一),19,21,23,25,30,03,08
2012030,2012-03-17 (六),03,21,22,26,32,01,03
2012029,2012-03-14 (三),04,07,08,18,29,07,10
2012028,2012-03-12 (一),10,12,15,33,34,03,10
2012027,2012-03-10 (六),03,10,11,22,31,05,07
2012026,2012-03-07 (三),10,11,22,23,29,02,09
2012025,2012-03-05 (一),01,02,05,12,27,04,07
2012024,2012-03-03 (六),03,11,17,21,30,03,07
2012023,2012-02-29 (三),07,09,17,29,35,09,10
2012022,2012-02-27 (一),07,12,20,33,35,01,10
2012021,2012-02-25 (六),10,15,21,31,34,07,08
2012020,2012-02-22 (三),12,14,27,29,34,03,06
2012019,2012-02-20 (一),07,09,17,30,34,01,12
2012018,2012-02-18 (六),03,10,14,29,31,04,08
2012017,2012-02-15 (三),06,11,22,29,34,03,12
2012016,2012-02-13 (一),05,14,20,29,31,08,12
2012015,2012-02-11 (六),12,13,24,26,33,06,08
2012014,2012-02-08 (三),10,14,24,30,32,01,12
2012013,2012-02-06 (一),07,08,11,12,24,01,02
2012012,2012-02-04 (六),06,18,22,30,35,02,07
2012011,2012-02-01 (三),05,19,22,29,30,02,04
2012010,2012-01-30 (一),25,26,29,32,34,05,07
2012009,2012-01-21 (六),06,14,20,29,35,09,10
2012008,2012-01-18 (三),06,08,30,31,32,01,11
2012007,2012-01-16 (一),04,05,13,17,25,07,10
2012006,2012-01-14 (六),03,20,22,25,27,01,09
2012005,2012-01-11 (三),01,02,29,31,33,07,12
2012004,2012-01-09 (一),10,11,22,31,32,06,07
2012003,2012-01-07 (六),16,22,24,33,34,03,10
2012002,2012-01-04 (三),03,11,14,26,29,07,08
2012001,2012-01-02 (一),07,27,28,32,33,01,12
2011154,2011-12-31 (六),04,12,16,20,28,08,11
2011153,2011-12-28 (三),06,22,29,30,35,03,05
2011152,2011-12-26 (一),01,04,06,21,35,02,11
2011151,2011-12-24 (六),07,11,14,20,27,03,10
2011150,2011-12-21 (三),13,22,30,33,34,06,12
2011149,2011-12-19 (一),02,07,12,29,31,03,05
2011148,2011-12-17 (六),07,10,11,26,31,03,04
2011147,2011-12-14 (三),01,15,16,27,28,02,07
2011146,2011-12-12 (一),09,13,19,29,34,02,11
2011145,2011-12-10 (六),07,15,19,24,29,04,06
2011144,2011-12-07 (三),07,18,24,28,33,02,03
2011143,2011-12-05 (一),08,09,12,25,33,07,10
2011142,2011-12-03 (六),04,26,30,33,34,04,06
2011141,2011-11-30 (三),02,11,19,22,35,10,12
2011140,2011-11-28 (一),01,12,32,33,34,09,11
2011139,2011-11-26 (六),04,06,10,15,16,03,04
2011138,2011-11-23 (三),17,23,26,30,32,06,12
2011137,2011-11-21 (一),02,15,18,23,31,01,02
2011136,2011-11-19 (六),08,09,11,19,33,03,12
2011135,2011-11-16 (三),06,22,29,33,35,03,12
2011134,2011-11-14 (一),01,10,12,14,17,09,10
2011133,2011-11-12 (六),04,11,23,26,35,03,12
2011132,2011-11-09 (三),12,14,16,19,33,02,09
2011131,2011-11-07 (一),03,05,12,18,33,07,11
2011130,2011-11-05 (六),08,09,13,23,35,11,12
2011129,2011-11-02 (三),01,07,13,18,23,04,08
2011128,2011-10-31 (一),03,04,06,11,13,01,02
2011127,2011-10-29 (六),01,11,22,26,29,05,08
2011126,2011-10-26 (三),07,17,29,30,33,10,12
2011125,2011-10-24 (一),07,10,27,34,35,10,12
2011124,2011-10-22 (六),08,12,14,20,25,06,08
2011123,2011-10-19 (三),10,14,18,19,35,01,06
2011122,2011-10-17 (一),03,08,23,24,34,05,12
2011121,2011-10-15 (六),02,03,30,31,33,03,09
2011120,2011-10-12 (三),20,25,26,30,31,09,10
2011119,2011-10-10 (一),04,15,20,26,31,06,12
2011118,2011-10-08 (六),04,07,11,32,35,05,07
2011117,2011-10-05 (三),10,12,28,32,33,03,05
2011116,2011-10-03 (一),10,15,18,19,26,07,12
2011115,2011-10-01 (六),17,26,30,31,35,06,11
2011114,2011-09-28 (三),06,08,17,27,35,02,11
2011113,2011-09-26 (一),04,05,07,10,12,04,05
2011112,2011-09-24 (六),06,17,28,32,33,08,12
2011111,2011-09-21 (三),02,11,13,23,31,11,12
2011110,2011-09-19 (一),30,31,33,34,35,04,07
2011109,2011-09-17 (六),01,11,12,22,34,08,10
2011108,2011-09-14 (三),07,15,18,24,28,01,07
2011107,2011-09-12 (一),02,06,18,30,32,01,08
2011106,2011-09-10 (六),01,09,29,30,35,05,09
2011105,2011-09-07 (三),02,11,26,32,33,05,12
2011104,2011-09-05 (一),07,19,27,28,34,02,05
2011103,2011-09-03 (六),03,04,26,29,34,01,03
2011102,2011-08-31 (三),19,24,28,31,34,04,12
2011101,2011-08-29 (一),05,12,20,28,30,03,07
2011100,2011-08-27 (六),08,11,13,28,33,08,09
2011099,2011-08-24 (三),02,06,09,12,20,05,08
2011098,2011-08-22 (一),06,07,28,33,35,01,10
2011097,2011-08-20 (六),04,19,28,31,33,11,12
2011096,2011-08-17 (三),03,08,20,24,25,01,02
2011095,2011-08-15 (一),09,12,17,19,29,06,11
2011094,2011-08-13 (六),11,21,22,32,34,04,08
2011093,2011-08-10 (三),04,06,08,19,31,10,11
2011092,2011-08-08 (一),10,17,19,32,33,01,12
2011091,2011-08-06 (六),11,17,23,29,30,06,08
2011090,2011-08-03 (三),02,04,29,30,34,05,08
2011089,2011-08-01 (一),05,06,23,27,34,03,04
2011088,2011-07-30 (六),20,21,27,29,35,03,08
2011087,2011-07-27 (三),06,13,20,25,34,07,09
2011086,2011-07-25 (一),04,05,06,09,15,01,06
2011085,2011-07-23 (六),02,17,19,21,22,03,10
2011084,2011-07-20 (三),14,29,31,34,35,01,12
2011083,2011-07-18 (一),06,08,18,20,24,04,08
2011082,2011-07-16 (六),07,20,25,30,32,05,09
2011081,2011-07-13 (三),04,13,20,21,35,02,09
2011080,2011-07-11 (一),05,12,30,31,32,01,03
2011079,2011-07-09 (六),01,03,23,30,31,02,10
2011078,2011-07-06 (三),04,09,16,27,30,02,06
2011077,2011-07-04 (一),05,08,19,33,34,01,12
2011076,2011-07-02 (六),18,23,25,29,30,01,02
2011075,2011-06-29 (三),06,09,20,23,28,06,10
2011074,2011-06-27 (一),07,16,23,28,31,03,06
2011073,2011-06-25 (六),13,19,20,22,33,05,11
2011072,2011-06-22 (三),03,11,13,20,35,03,08
2011071,2011-06-20 (一),27,31,33,34,35,04,06
2011070,2011-06-18 (六),09,19,22,29,30,02,08
2011069,2011-06-15 (三),03,05,28,29,33,04,12
2011068,2011-06-13 (一),01,13,16,18,32,07,09
2011067,2011-06-11 (六),10,17,22,24,32,03,10
2011066,2011-06-08 (三),06,13,18,20,33,09,10
2011065,2011-06-06 (一),03,11,14,25,34,01,04
2011064,2011-06-04 (六),01,06,27,30,34,01,06
2011063,2011-06-01 (三),10,17,18,26,32,01,05
2011062,2011-05-30 (一),06,10,17,20,21,03,07
2011061,2011-05-28 (六),06,07,16,18,20,04,10
2011060,2011-05-25 (三),03,25,29,32,34,09,10
2011059,2011-05-23 (一),09,16,21,29,34,07,10
2011058,2011-05-21 (六),01,09,27,32,33,03,06
2011057,2011-05-18 (三),07,11,30,31,34,09,12
2011056,2011-05-16 (一),03,05,29,30,31,08,10
2011055,2011-05-14 (六),01,07,31,32,35,02,10
2011054,2011-05-11 (三),05,09,16,26,35,03,10
2011053,2011-05-09 (一),03,16,28,31,32,01,09
2011052,2011-05-07 (六),13,24,31,32,33,03,09
2011051,2011-05-04 (三),06,08,12,17,18,05,10
2011050,2011-05-02 (一),04,07,29,32,33,08,10
2011049,2011-04-30 (六),05,06,10,22,25,01,09
2011048,2011-04-27 (三),13,17,25,27,28,02,03
2011047,2011-04-25 (一),02,15,22,33,35,05,08
2011046,2011-04-23 (六),09,15,16,19,29,04,06
2011045,2011-04-20 (三),13,21,22,29,31,07,11
2011044,2011-04-18 (一),11,21,24,26,31,06,07
2011043,2011-04-16 (六),02,08,23,33,35,05,10
2011042,2011-04-13 (三),06,09,18,30,32,10,12
2011041,2011-04-11 (一),04,05,11,13,25,03,06
2011040,2011-04-09 (六),03,07,15,18,20,01,06
2011039,2011-04-06 (三),01,11,14,22,34,06,08
2011038,2011-04-04 (一),07,09,11,13,33,10,12
2011037,2011-04-02 (六),01,12,14,22,24,10,12
2011036,2011-03-30 (三),03,18,29,30,33,08,09
2011035,2011-03-28 (一),03,04,13,15,32,04,09
2011034,2011-03-26 (六),03,06,09,17,27,03,09
2011033,2011-03-23 (三),03,19,24,29,33,03,09
2011032,2011-03-21 (一),07,16,23,31,33,03,10
2011031,2011-03-19 (六),12,17,19,22,35,04,11
2011030,2011-03-16 (三),15,19,25,30,33,03,08
2011029,2011-03-14 (一),03,09,17,24,28,06,12
2011028,2011-03-12 (六),01,02,13,17,28,01,04
2011027,2011-03-09 (三),05,14,25,34,35,02,05
2011026,2011-03-07 (一),01,09,15,20,29,07,09
2011025,2011-03-05 (六),08,09,25,28,29,02,10
2011024,2011-03-02 (三),12,15,16,20,33,08,12
2011023,2011-02-28 (一),05,13,16,18,24,02,12
2011022,2011-02-26 (六),09,14,24,25,34,01,04
2011021,2011-02-23 (三),01,09,13,17,30,02,08
2011020,2011-02-21 (一),09,12,19,22,28,01,05
2011019,2011-02-19 (六),08,21,23,27,33,06,11
2011018,2011-02-16 (三),16,22,24,32,34,02,10
2011017,2011-02-14 (一),16,19,24,26,31,02,04
2011016,2011-02-12 (六),15,20,30,33,35,06,09
2011015,2011-02-09 (三),08,18,19,22,23,01,03
2011014,2011-01-31 (一),02,14,20,21,24,02,09
2011013,2011-01-29 (六),05,08,14,28,30,04,06
2011012,2011-01-26 (三),03,12,19,25,30,08,11
2011011,2011-01-24 (一),02,17,23,24,30,02,09
2011010,2011-01-22 (六),04,08,10,14,27,05,07
2011009,2011-01-19 (三),09,10,11,14,24,03,08
2011008,2011-01-17 (一),01,23,26,27,30,05,06
2011007,2011-01-15 (六),14,24,32,33,35,02,09
2011006,2011-01-12 (三),02,08,16,26,35,11,12
2011005,2011-01-10 (一),01,07,25,27,30,07,12
2011004,2011-01-08 (六),07,08,10,23,25,07,09
2011003,2011-01-05 (三),01,24,27,30,31,01,06
2011002,2011-01-03 (一),11,13,27,28,29,02,06
2011001,2011-01-01 (六),07,08,15,32,34,05,12
2010153,2010-12-29 (三),06,07,16,24,35,04,06
2010152,2010-12-27 (一),02,05,18,22,23,07,12
2010151,2010-12-25 (六),01,10,32,33,35,03,08
2010150,2010-12-22 (三),05,24,28,29,35,01,09
2010149,2010-12-20 (一),05,22,24,25,30,01,06
2010148,2010-12-18 (六),03,04,08,10,35,02,06
2010147,2010-12-15 (三),01,15,19,21,23,11,12
2010146,2010-12-13 (一),14,17,30,31,34,04,10
2010145,2010-12-11 (六),18,19,27,28,33,03,06
2010144,2010-12-08 (三),02,11,16,22,31,10,11
2010143,2010-12-06 (一),10,16,18,22,27,06,08
2010142,2010-12-04 (六),10,11,19,21,27,04,06
2010141,2010-12-01 (三),05,11,17,23,33,03,10
2010140,2010-11-29 (一),06,18,20,30,31,03,06
2010139,2010-11-27 (六),03,13,16,19,29,07,09
2010138,2010-11-24 (三),08,12,14,19,27,05,06
2010137,2010-11-22 (一),22,27,28,33,35,09,11
2010136,2010-11-20 (六),03,13,18,30,33,07,08
2010135,2010-11-17 (三),14,17,19,26,32,03,04
2010134,2010-11-15 (一),09,12,13,19,30,04,05
2010133,2010-11-13 (六),11,16,17,21,22,03,06
2010132,2010-11-10 (三),18,21,23,25,29,06,11
2010131,2010-11-08 (一),10,15,22,28,29,04,12
2010130,2010-11-06 (六),05,06,09,10,34,08,11
2010129,2010-11-03 (三),14,15,24,25,26,03,07
2010128,2010-11-01 (一),06,17,19,29,35,02,08
2010127,2010-10-30 (六),03,22,24,30,33,04,10
2010126,2010-10-27 (三),03,05,09,13,33,05,11
2010125,2010-10-25 (一),01,07,09,14,19,09,12
2010124,2010-10-23 (六),01,09,27,29,34,01,06
2010123,2010-10-20 (三),18,20,30,32,33,01,11
2010122,2010-10-18 (一),05,06,11,13,26,02,07
2010121,2010-10-16 (六),21,22,31,32,34,02,12
2010120,2010-10-13 (三),08,10,18,34,35,06,10
2010119,2010-10-11 (一),05,13,14,23,26,02,03
2010118,2010-10-09 (六),19,22,23,29,35,08,10
2010117,2010-10-06 (三),04,06,21,27,34,05,09
2010116,2010-10-04 (一),14,22,27,28,35,04,10
2010115,2010-10-02 (六),05,07,10,15,32,03,08
2010114,2010-09-29 (三),03,07,22,25,35,03,11
2010113,2010-09-27 (一),05,16,22,23,32,04,10
2010112,2010-09-25 (六),14,15,18,34,35,08,10
2010111,2010-09-22 (三),03,06,13,14,29,01,02
2010110,2010-09-20 (一),21,29,30,33,35,07,11
2010109,2010-09-18 (六),01,02,08,11,25,10,12
2010108,2010-09-15 (三),01,10,13,19,34,09,12
2010107,2010-09-13 (一),14,17,22,27,34,03,05
2010106,2010-09-11 (六),05,27,28,29,34,09,12
2010105,2010-09-08 (三),05,17,26,27,35,08,09
2010104,2010-09-06 (一),14,25,30,32,33,01,11
2010103,2010-09-04 (六),10,14,29,30,35,05,08
2010102,2010-09-01 (三),04,15,19,24,35,01,10
2010101,2010-08-30 (一),11,15,22,27,35,05,08
2010100,2010-08-28 (六),19,20,30,33,35,06,08
2010099,2010-08-25 (三),03,11,17,21,30,01,08
2010098,2010-08-23 (一),02,03,12,13,25,01,07
2010097,2010-08-21 (六),09,17,21,28,29,02,08
2010096,2010-08-18 (三),04,09,24,30,35,01,10
2010095,2010-08-16 (一),12,14,16,19,25,01,06
2010094,2010-08-14 (六),20,32,33,34,35,06,07
2010093,2010-08-11 (三),02,04,09,28,29,05,08
2010092,2010-08-09 (一),02,15,29,30,34,02,12
2010091,2010-08-07 (六),06,10,23,26,31,05,07
2010090,2010-08-04 (三),08,24,26,31,32,07,09
2010089,2010-08-02 (一),04,10,13,18,23,08,10
2010088,2010-07-31 (六),03,05,14,30,35,03,06
2010087,2010-07-28 (三),01,12,20,21,24,02,08
2010086,2010-07-26 (一),01,02,12,19,35,05,07
2010085,2010-07-24 (六),02,10,16,18,34,02,03
2010084,2010-07-21 (三),03,13,14,22,26,02,05
2010083,2010-07-19 (一),07,11,21,22,35,04,07
2010082,2010-07-17 (六),05,08,24,29,30,04,06
2010081,2010-07-14 (三),14,18,20,24,27,05,10
2010080,2010-07-12 (一),08,19,27,29,34,04,10
2010079,2010-07-10 (六),01,04,21,22,24,02,05
2010078,2010-07-07 (三),02,03,15,28,35,01,11
2010077,2010-07-05 (一),06,07,09,17,24,02,12
2010076,2010-07-03 (六),09,12,16,19,35,02,12
2010075,2010-06-30 (三),10,12,17,23,27,05,07
2010074,2010-06-28 (一),03,07,20,27,32,02,12
2010073,2010-06-26 (六),04,09,11,30,32,01,11
2010072,2010-06-23 (三),05,10,17,23,25,03,10
2010071,2010-06-21 (一),07,12,26,30,32,02,07
2010070,2010-06-19 (六),05,14,23,25,28,11,12
2010069,2010-06-16 (三),06,17,18,25,29,08,09
2010068,2010-06-14 (一),11,17,19,20,34,06,10
2010067,2010-06-12 (六),01,11,19,30,32,03,10
2010066,2010-06-09 (三),15,21,22,24,27,01,06
2010065,2010-06-07 (一),05,08,13,14,32,08,11
2010064,2010-06-05 (六),07,10,12,20,21,06,09
2010063,2010-06-02 (三),07,14,16,30,31,03,06
2010062,2010-05-31 (一),06,07,18,30,31,07,08
2010061,2010-05-29 (六),05,12,14,17,22,05,07
2010060,2010-05-26 (三),10,13,22,33,34,01,05
2010059,2010-05-24 (一),06,10,14,25,34,01,03
2010058,2010-05-22 (六),06,15,17,19,30,01,12
2010057,2010-05-19 (三),15,17,24,32,35,07,09
2010056,2010-05-17 (一),05,09,23,25,30,09,12
2010055,2010-05-15 (六),13,14,17,27,32,02,10
2010054,2010-05-12 (三),12,25,29,30,33,10,11
2010053,2010-05-10 (一),09,19,22,26,34,09,11
2010052,2010-05-08 (六),04,06,25,29,32,05,06
2010051,2010-05-05 (三),06,10,20,24,32,06,10
2010050,2010-05-03 (一),07,08,15,30,35,05,10
2010049,2010-05-01 (六),01,25,29,31,33,04,10
2010048,2010-04-28 (三),02,03,10,12,25,03,09
2010047,2010-04-26 (一),04,08,11,30,31,02,08
2010046,2010-04-24 (六),02,15,19,26,27,05,06
2010045,2010-04-21 (三),08,17,18,20,28,09,10
2010044,2010-04-19 (一),06,21,24,28,30,02,07
2010043,2010-04-17 (六),05,08,10,33,35,02,10
2010042,2010-04-14 (三),01,05,19,34,35,06,07
2010041,2010-04-12 (一),16,22,28,29,34,04,12
2010040,2010-04-10 (六),13,20,26,31,35,02,11
2010039,2010-04-07 (三),07,19,26,28,32,01,08
2010038,2010-04-05 (一),08,10,25,29,33,01,02
2010037,2010-04-03 (六),19,21,26,34,35,01,09
2010036,2010-03-31 (三),19,25,28,31,33,01,08
2010035,2010-03-29 (一),14,16,20,31,34,01,07
2010034,2010-03-27 (六),01,06,19,25,26,03,09
2010033,2010-03-24 (三),12,19,28,29,30,05,08
2010032,2010-03-22 (一),13,16,23,24,33,07,11
2010031,2010-03-20 (六),05,13,16,17,35,06,08
2010030,2010-03-17 (三),10,12,19,32,35,02,07
2010029,2010-03-15 (一),21,22,33,34,35,03,04
2010028,2010-03-13 (六),01,02,07,20,35,01,03
2010027,2010-03-10 (三),05,23,26,32,34,02,09
2010026,2010-03-08 (一),05,23,25,31,35,07,10
2010025,2010-03-06 (六),09,11,13,14,25,01,07
2010024,2010-03-03 (三),03,14,19,24,25,04,11
2010023,2010-03-01 (一),11,13,29,32,33,02,08
2010022,2010-02-27 (六),02,11,13,14,25,02,05
2010021,2010-02-24 (三),11,20,23,24,25,07,09
2010020,2010-02-22 (一),08,18,26,32,33,01,06
2010019,2010-02-20 (六),03,11,19,26,27,02,09
2010018,2010-02-10 (三),03,10,26,32,33,04,12
2010017,2010-02-08 (一),13,21,23,27,34,09,12
2010016,2010-02-06 (六),10,12,20,23,32,04,10
2010015,2010-02-03 (三),03,10,14,18,28,08,10
2010014,2010-02-01 (一),18,19,30,33,35,02,04
2010013,2010-01-30 (六),18,21,22,26,34,09,12
2010012,2010-01-27 (三),20,24,30,31,33,05,12
2010011,2010-01-25 (一),02,03,11,27,32,08,11
2010010,2010-01-23 (六),15,22,24,32,35,02,09
2010009,2010-01-20 (三),02,05,13,27,32,03,11
2010008,2010-01-18 (一),11,23,25,31,32,05,11
2010007,2010-01-16 (六),07,23,26,29,32,08,11
2010006,2010-01-13 (三),03,13,19,30,34,02,05
2010005,2010-01-11 (一),04,17,19,22,30,02,03
2010004,2010-01-09 (六),03,06,21,24,34,04,06
2010003,2010-01-06 (三),05,14,23,27,30,02,08
2010002,2010-01-04 (一),04,23,25,26,30,07,10
2010001,2010-01-02 (六),02,06,07,12,27,02,08
2009153,2009-12-30 (三),21,22,30,32,34,03,07
2009152,2009-12-28 (一),01,23,29,30,32,07,12
2009151,2009-12-26 (六),03,08,14,30,31,04,09
2009150,2009-12-23 (三),04,11,18,25,34,05,07
2009149,2009-12-21 (一),01,03,10,12,20,02,07
2009148,2009-12-19 (六),02,04,13,14,33,01,09
2009147,2009-12-16 (三),06,12,18,22,29,05,08
2009146,2009-12-14 (一),11,17,23,24,25,03,06
2009145,2009-12-12 (六),05,11,14,22,35,03,10
2009144,2009-12-09 (三),18,26,32,33,34,04,06
2009143,2009-12-07 (一),01,09,10,11,22,01,12
2009142,2009-12-05 (六),05,06,13,24,31,03,11
2009141,2009-12-02 (三),13,14,21,30,33,02,08
2009140,2009-11-30 (一),07,08,19,26,30,01,12
2009139,2009-11-28 (六),14,16,20,22,32,05,09
2009138,2009-11-25 (三),03,04,14,28,32,09,10
2009137,2009-11-23 (一),12,28,29,30,34,01,09
2009136,2009-11-21 (六),07,13,23,24,29,06,10
2009135,2009-11-18 (三),06,08,15,20,32,05,06
2009134,2009-11-16 (一),02,16,19,28,33,07,11
2009133,2009-11-14 (六),01,08,24,27,34,10,11
2009132,2009-11-11 (三),02,10,12,15,28,04,07
2009131,2009-11-09 (一),02,03,08,33,34,03,11
2009130,2009-11-07 (六),09,14,25,32,34,02,08
2009129,2009-11-04 (三),02,10,18,32,33,03,08
2009128,2009-11-02 (一),06,21,28,32,34,04,07
2009127,2009-10-31 (六),05,09,27,32,34,05,08
2009126,2009-10-28 (三),14,23,27,28,33,08,12
2009125,2009-10-26 (一),08,20,23,29,31,02,11
2009124,2009-10-24 (六),01,03,14,32,35,07,11
2009123,2009-10-21 (三),10,21,28,29,32,06,10
2009122,2009-10-19 (一),01,02,11,31,33,05,06
2009121,2009-10-17 (六),04,05,08,11,22,02,10
2009120,2009-10-14 (三),11,23,27,28,32,02,05
2009119,2009-10-12 (一),03,12,22,23,28,04,12
2009118,2009-10-10 (六),10,17,18,21,34,05,11
2009117,2009-10-07 (三),07,21,29,31,33,09,10
2009116,2009-10-05 (一),12,15,23,30,33,09,12
2009115,2009-10-03 (六),01,02,06,08,26,05,12
2009114,2009-09-30 (三),02,08,25,29,33,03,07
2009113,2009-09-28 (一),03,04,10,18,27,06,08
2009112,2009-09-26 (六),02,08,12,34,35,04,05
2009111,2009-09-23 (三),04,11,13,19,35,10,12
2009110,2009-09-21 (一),22,28,30,31,34,07,09
2009109,2009-09-19 (六),02,11,13,26,35,06,10
2009108,2009-09-16 (三),01,09,14,29,30,07,10
2009107,2009-09-14 (一),11,12,33,34,35,01,10
2009106,2009-09-12 (六),11,21,22,25,34,06,09
2009105,2009-09-09 (三),01,25,26,34,35,06,11
2009104,2009-09-07 (一),15,25,29,32,33,10,11
2009103,2009-09-05 (六),16,20,28,32,33,01,02
2009102,2009-09-02 (三),11,13,29,32,35,10,12
2009101,2009-08-31 (一),02,10,14,22,26,04,09
2009100,2009-08-29 (六),16,20,25,29,33,01,08
2009099,2009-08-26 (三),03,09,21,23,33,06,10
2009098,2009-08-24 (一),11,17,19,25,26,02,10
2009097,2009-08-22 (六),06,13,14,22,25,01,04
2009096,2009-08-19 (三),07,12,28,32,33,01,03
2009095,2009-08-17 (一),08,18,24,30,33,01,06
2009094,2009-08-15 (六),01,05,21,23,29,05,12
2009093,2009-08-12 (三),07,09,22,30,33,09,11
2009092,2009-08-10 (一),10,21,22,27,29,08,12
2009091,2009-08-08 (六),01,05,17,32,34,03,07
2009090,2009-08-05 (三),18,25,30,33,34,04,10
2009089,2009-08-03 (一),03,06,11,19,27,02,07
2009088,2009-08-01 (六),13,16,27,32,34,03,09
2009087,2009-07-29 (三),10,24,28,30,33,01,10
2009086,2009-07-27 (一),01,02,07,26,29,10,12
2009085,2009-07-25 (六),06,13,27,33,34,09,12
2009084,2009-07-22 (三),05,09,19,26,35,02,10
2009083,2009-07-20 (一),02,05,28,34,35,01,07
2009082,2009-07-18 (六),05,11,26,29,32,08,11
2009081,2009-07-15 (三),02,15,20,25,33,03,06
2009080,2009-07-13 (一),07,16,19,29,35,02,11
2009079,2009-07-11 (六),01,02,07,13,34,04,10
2009078,2009-07-08 (三),11,23,26,31,34,05,11
2009077,2009-07-06 (一),07,20,28,32,34,06,08
2009076,2009-07-04 (六),03,09,11,18,24,04,05
2009075,2009-07-01 (三),01,07,11,32,33,09,11
2009074,2009-06-29 (一),15,17,19,23,32,01,11
2009073,2009-06-27 (六),01,10,19,21,30,01,04
2009072,2009-06-24 (三),23,26,29,32,33,05,10
2009071,2009-06-22 (一),04,20,29,30,33,02,11
2009070,2009-06-20 (六),10,21,24,30,31,03,10
2009069,2009-06-17 (三),14,16,27,30,33,08,12
2009068,2009-06-15 (一),02,12,15,20,28,01,12
